flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-01163_20250129101304_f33,10:13:04,2025-01-29,PFA-00994,PSA-00994,PSF-01163,0.000000,0.000000,0.000000,579.916504,126.024483,0.782685,73.491127

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,312.571045,7001.205566
0.010000,484.341492,7001.205566
0.020000,540.297729,7001.205566
0.030000,555.923218,7001.205566
0.040000,561.109924,7001.205566
0.050000,563.411926,7001.205566
0.060000,564.762329,7001.205566
0.070000,565.712585,7001.205566
0.080000,566.467163,7001.205566
0.090000,567.095520,7001.205566
0.100000,567.696350,7001.205566
0.110000,568.138000,7001.205566
0.120000,568.580750,7001.205566
0.130000,569.021362,7001.205566
0.140000,569.426208,7001.205566
0.150000,569.795227,7001.205566
0.160000,570.162170,7001.205566
0.170000,570.519104,7001.205566
0.180000,570.855591,7001.205566
0.190000,571.197876,7001.205566
0.200000,571.563354,7001.205566
0.210000,571.837280,7001.205566
0.220000,572.153442,7001.205566
0.230000,572.445618,7001.205566
0.240000,572.712402,7001.205566
0.250000,572.999268,7001.205566
0.260000,573.268188,7001.205566
0.270000,573.545349,7001.205566
0.280000,573.811035,7001.205566
0.290000,574.083557,7001.205566
0.300000,574.353577,7001.205566
0.310000,574.556702,7001.205566
0.320000,574.793091,7001.205566
0.330000,575.047729,7001.205566
0.340000,575.252319,7001.205566
0.350000,575.455078,7001.205566
0.360000,575.682495,7001.205566
0.370000,575.872070,7001.205566
0.380000,576.055908,7001.205566
0.390000,576.271912,7001.205566
0.400000,576.470703,7001.205566
0.410000,576.623779,7001.205566
0.420000,576.825500,7001.205566
0.430000,576.971069,7001.205566
0.440000,577.119446,7001.205566
0.450000,577.266785,7001.205566
0.460000,577.407349,7001.205566
0.470000,577.579041,7001.205566
0.480000,577.722412,7001.205566
0.490000,577.840088,7001.205566
0.500000,577.993164,7001.205566
0.510000,578.088623,7001.205566
0.520000,578.174805,7001.205566
0.530000,578.288208,7001.205566
0.540000,578.391541,7001.205566
0.550000,578.482727,7001.205566
0.560000,578.587891,7001.205566
0.570000,578.679077,7001.205566
0.580000,578.748840,7001.205566
0.590000,578.821045,7001.205566
0.600000,578.963013,7001.205566
0.610000,578.993469,7001.205566
0.620000,579.051758,7001.205566
0.630000,579.115051,7001.205566
0.640000,579.179077,7001.205566
0.650000,579.252380,7001.205566
0.660000,579.316711,7001.205566
0.670000,579.367493,7001.205566
0.680000,579.416138,7001.205566
0.690000,579.481934,7001.205566
0.700000,579.570984,7001.205566
0.710000,579.562805,7001.205566
0.720000,579.616455,7001.205566
0.730000,579.677612,7001.205566
0.740000,579.707642,7001.205566
0.750000,579.749084,7001.205566
0.760000,579.803833,7001.205566
0.770000,579.830627,7001.205566
0.780000,579.907532,7001.205566
0.790000,579.916504,7001.205566
