flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-01163_20250129115650_b18,11:56:50,2025-01-29,PFA-00994,PSA-00994,PSF-01163,0.000000,0.000000,0.000000,517.617004,149.609329,0.710965,74.330765

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,357.877136,7001.205566
0.010000,476.875671,7001.205566
0.020000,504.610046,7001.205566
0.030000,512.292603,7001.205566
0.040000,514.959473,7001.205566
0.050000,516.131775,7001.205566
0.060000,516.741150,7001.205566
0.070000,517.075562,7001.205566
0.080000,517.319092,7001.205566
0.090000,517.442810,7001.205566
0.100000,517.537231,7001.205566
0.110000,517.553711,7001.205566
0.120000,517.589111,7001.205566
0.130000,517.617004,7001.205566
0.140000,517.609497,7001.205566
0.150000,517.572998,7001.205566
0.160000,517.548340,7001.205566
0.170000,517.535828,7001.205566
0.180000,517.508606,7001.205566
0.190000,517.457153,7001.205566
0.200000,517.462158,7001.205566
0.210000,517.390259,7001.205566
0.220000,517.346985,7001.205566
0.230000,517.275452,7001.205566
0.240000,517.233582,7001.205566
0.250000,517.196411,7001.205566
0.260000,517.124878,7001.205566
0.270000,517.070862,7001.205566
0.280000,517.030457,7001.205566
0.290000,516.965759,7001.205566
0.300000,516.925354,7001.205566
0.310000,516.840210,7001.205566
0.320000,516.768677,7001.205566
0.330000,516.701477,7001.205566
0.340000,516.652466,7001.205566
0.350000,516.588806,7001.205566
0.360000,516.526917,7001.205566
0.370000,516.476868,7001.205566
0.380000,516.402100,7001.205566
0.390000,516.344177,7001.205566
0.400000,516.303772,7001.205566
0.410000,516.212952,7001.205566
0.420000,516.148193,7001.205566
0.430000,516.086670,7001.205566
0.440000,516.024841,7001.205566
0.450000,515.960815,7001.205566
0.460000,515.889648,7001.205566
0.470000,515.837097,7001.205566
0.480000,515.778076,7001.205566
0.490000,515.712646,7001.205566
0.500000,515.681885,7001.205566
0.510000,515.582092,7001.205566
0.520000,515.518799,7001.205566
0.530000,515.446167,7001.205566
0.540000,515.390381,7001.205566
0.550000,515.312805,7001.205566
0.560000,515.249512,7001.205566
0.570000,515.169739,7001.205566
0.580000,515.101440,7001.205566
0.590000,515.032776,7001.205566
0.600000,514.980896,7001.205566
0.610000,514.878601,7001.205566
0.620000,514.799927,7001.205566
0.630000,514.719482,7001.205566
0.640000,514.649414,7001.205566
0.650000,514.574646,7001.205566
0.660000,514.515991,7001.205566
0.670000,514.458801,7001.205566
0.680000,514.370056,7001.205566
0.690000,514.304626,7001.205566
0.700000,514.250610,7001.205566
0.710000,514.120789,7001.205566
0.720000,514.069336,7001.205566
0.730000,513.983826,7001.205566
0.740000,513.901611,7001.205566
0.750000,513.780701,7001.205566
0.760000,513.723145,7001.205566
0.770000,513.634094,7001.205566
0.780000,513.571167,7001.205566
0.790000,513.477417,7001.205566
