flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-01163_20250129124035_46e,12:40:35,2025-01-29,PFA-00994,PSA-00994,PSF-01163,0.000000,0.000000,0.000000,602.336914,190.418961,0.683866,97.059319

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,425.767426,7001.205566
0.010000,559.822815,7001.205566
0.020000,589.253052,7001.205566
0.030000,596.978516,7001.205566
0.040000,599.474792,7001.205566
0.050000,600.499390,7001.205566
0.060000,601.124146,7001.205566
0.070000,601.493225,7001.205566
0.080000,601.774719,7001.205566
0.090000,601.974976,7001.205566
0.100000,602.124451,7001.205566
0.110000,602.199890,7001.205566
0.120000,602.268921,7001.205566
0.130000,602.310791,7001.205566
0.140000,602.318298,7001.205566
0.150000,602.336914,7001.205566
0.160000,602.277161,7001.205566
0.170000,602.258545,7001.205566
0.180000,602.238159,7001.205566
0.190000,602.181702,7001.205566
0.200000,602.199219,7001.205566
0.210000,602.099426,7001.205566
0.220000,602.033997,7001.205566
0.230000,601.973206,7001.205566
0.240000,601.910217,7001.205566
0.250000,601.824036,7001.205566
0.260000,601.744629,7001.205566
0.270000,601.664185,7001.205566
0.280000,601.582275,7001.205566
0.290000,601.506836,7001.205566
0.300000,601.420654,7001.205566
0.310000,601.285828,7001.205566
0.320000,601.174255,7001.205566
0.330000,601.048706,7001.205566
0.340000,600.952515,7001.205566
0.350000,600.837341,7001.205566
0.360000,600.712158,7001.205566
0.370000,600.626343,7001.205566
0.380000,600.498657,7001.205566
0.390000,600.404236,7001.205566
0.400000,600.331665,7001.205566
0.410000,600.182861,7001.205566
0.420000,600.068787,7001.205566
0.430000,599.971191,7001.205566
0.440000,599.867798,7001.205566
0.450000,599.755859,7001.205566
0.460000,599.641113,7001.205566
0.470000,599.526306,7001.205566
0.480000,599.416504,7001.205566
0.490000,599.290222,7001.205566
0.500000,599.255554,7001.205566
0.510000,599.091797,7001.205566
0.520000,599.002380,7001.205566
0.530000,598.878967,7001.205566
0.540000,598.777405,7001.205566
0.550000,598.654053,7001.205566
0.560000,598.549622,7001.205566
0.570000,598.456604,7001.205566
0.580000,598.324280,7001.205566
0.590000,598.207703,7001.205566
0.600000,598.132263,7001.205566
0.610000,597.997070,7001.205566
0.620000,597.876221,7001.205566
0.630000,597.771057,7001.205566
0.640000,597.649475,7001.205566
0.650000,597.553955,7001.205566
0.660000,597.453125,7001.205566
0.670000,597.359070,7001.205566
0.680000,597.249268,7001.205566
0.690000,597.136597,7001.205566
0.700000,597.076172,7001.205566
0.710000,596.937439,7001.205566
0.720000,596.806152,7001.205566
0.730000,596.709961,7001.205566
0.740000,596.599487,7001.205566
0.750000,596.494324,7001.205566
0.760000,596.390625,7001.205566
0.770000,596.257935,7001.205566
0.780000,596.143494,7001.205566
0.790000,596.035828,7001.205566
