flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-01163_20250129110507_b1b,11:05:07,2025-01-29,PFA-00994,PSA-00994,PSF-01163,0.000000,0.000000,0.000000,606.580872,132.827637,0.781022,98.809319

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,328.995117,7001.205566
0.010000,508.560425,7001.205566
0.020000,567.121277,7001.205566
0.030000,584.078552,7001.205566
0.040000,589.689026,7001.205566
0.050000,592.002136,7001.205566
0.060000,593.160522,7001.205566
0.070000,593.912964,7001.205566
0.080000,594.492310,7001.205566
0.090000,594.996948,7001.205566
0.100000,595.455078,7001.205566
0.110000,595.793030,7001.205566
0.120000,596.132751,7001.205566
0.130000,596.458191,7001.205566
0.140000,596.785767,7001.205566
0.150000,597.107300,7001.205566
0.160000,597.389099,7001.205566
0.170000,597.684509,7001.205566
0.180000,597.951660,7001.205566
0.190000,598.216309,7001.205566
0.200000,598.515259,7001.205566
0.210000,598.722351,7001.205566
0.220000,598.994507,7001.205566
0.230000,599.228027,7001.205566
0.240000,599.502686,7001.205566
0.250000,599.723328,7001.205566
0.260000,599.968323,7001.205566
0.270000,600.190063,7001.205566
0.280000,600.419312,7001.205566
0.290000,600.664978,7001.205566
0.300000,600.924988,7001.205566
0.310000,601.085876,7001.205566
0.320000,601.325500,7001.205566
0.330000,601.547974,7001.205566
0.340000,601.787903,7001.205566
0.350000,601.981750,7001.205566
0.360000,602.158447,7001.205566
0.370000,602.357605,7001.205566
0.380000,602.611206,7001.205566
0.390000,602.809998,7001.205566
0.400000,603.046387,7001.205566
0.410000,603.178040,7001.205566
0.420000,603.340393,7001.205566
0.430000,603.531738,7001.205566
0.440000,603.708374,7001.205566
0.450000,603.875732,7001.205566
0.460000,604.015564,7001.205566
0.470000,604.169373,7001.205566
0.480000,604.323853,7001.205566
0.490000,604.451538,7001.205566
0.500000,604.624634,7001.205566
0.510000,604.737976,7001.205566
0.520000,604.844910,7001.205566
0.530000,604.958984,7001.205566
0.540000,605.081299,7001.205566
0.550000,605.191833,7001.205566
0.560000,605.308777,7001.205566
0.570000,605.398193,7001.205566
0.580000,605.516174,7001.205566
0.590000,605.586670,7001.205566
0.600000,605.713257,7001.205566
0.610000,605.746887,7001.205566
0.620000,605.838440,7001.205566
0.630000,605.911743,7001.205566
0.640000,605.964294,7001.205566
0.650000,606.030823,7001.205566
0.660000,606.064087,7001.205566
0.670000,606.120605,7001.205566
0.680000,606.189941,7001.205566
0.690000,606.246460,7001.205566
0.700000,606.300842,7001.205566
0.710000,606.338013,7001.205566
0.720000,606.363403,7001.205566
0.730000,606.409546,7001.205566
0.740000,606.452454,7001.205566
0.750000,606.464600,7001.205566
0.760000,606.490723,7001.205566
0.770000,606.518982,7001.205566
0.780000,606.557251,7001.205566
0.790000,606.580872,7001.205566
