SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
26,8:44:08,29/01/2025,K_lowfl_medbth,Karina Guo,,,244,Low,0.129535,1.9046,0.121286,1.245525,1.843492,1.77481,2.862658,1.019165,17.469166,18.145191,28.176666,0.441786,7.5,PSF-01163_20250129084408_56a,0,0,0,124.028206,564.231628,0.780182,0.5,0.8,11.25898,1,58.4,56.22,24.88,23.25,23.25,101.6,79.9,76.8,3.9,36,4.095,8:37:15,29/01/2025,-1.64,1,-0.001,0,0.002,-0.004,0.023,0.095,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.450934,2.495421,1.074614,0.756031,0.274046,-0.016322,0.180904,0.138731,124.028206,0.001143,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129084408_56a,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
27,8:44:47,29/01/2025,K_lowfl_medbth,Karina Guo,,,244,Low,0.104483,1.907865,0.099058,1.054058,1.834741,1.77674,2.890676,1.055935,17.488029,18.058916,28.45223,0.441786,7.5,PSF-01163_20250129084447_c60,0,0,0,133.90625,570.857422,0.76543,0.5,0.8,10.273983,1,58.05,56.21,24.9,23.41,23.41,101.6,80.1,79.6,0.6,34,4.094,8:37:15,29/01/2025,-1.64,1,0.001,0.001,0.003,0.099,0.012,0.239,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.450918,2.49494,1.07583,0.762069,0.273818,-0.014767,0.184863,0.136538,133.90625,0.001165,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129084447_c60,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
28,8:45:23,29/01/2025,K_lowfl_medbth,Karina Guo,,,244,Low,0.122151,1.899776,0.114772,1.243755,1.837627,1.768816,2.912819,1.075192,17.41094,18.088259,28.671667,0.441786,7.5,PSF-01163_20250129084523_bb1,0,0,0,125.424026,582.958801,0.784849,0.5,0.8,11.635754,1,58.09,55.91,24.91,23.54,23.54,101.59,79.7,75.8,4.8,37,4.094,8:37:15,29/01/2025,-1.64,1,0.001,0,0.004,0.144,0.323,0.771,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.45052,2.494992,1.072822,0.753836,0.273656,-0.013528,0.188553,0.139588,125.424026,0.001161,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129084523_bb1,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
29,8:45:58,29/01/2025,K_lowfl_medbth,Karina Guo,,,390,Low,0.066051,1.90139,0.063833,0.678735,1.805623,1.7681,2.861096,1.055472,17.402897,17.772234,28.160944,0.441786,7.5,PSF-01163_20250129084558_4d5,0,0,0,118.869423,540.222656,0.779962,0.5,0.8,9.327841,1,57.04,55.86,24.92,23.24,23.24,101.6,79.7,79.5,0.3,30,4.093,8:37:15,29/01/2025,-1.64,1,0,0,0.003,-0.044,-0.05,0.158,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.450446,2.493564,1.073421,0.761878,0.273552,-0.016927,0.192023,0.133356,118.869423,0.001147,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129084558_4d5,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
30,8:46:54,29/01/2025,K_lowfl_medbth,Karina Guo,,,390,Low,0.07416,1.901642,0.071376,0.834477,1.810501,1.764377,2.970368,1.159867,17.366215,17.8202,29.236412,0.441786,7.5,PSF-01163_20250129084654_f01,0,0,0,116.584541,543.175964,0.785365,0.5,0.8,11.061354,1,57.13,55.67,24.94,23.86,23.86,101.6,79.8,79.6,0.2,35,4.091,8:37:15,29/01/2025,-1.64,1,-0.001,0,-0.008,0.145,0.033,0.55,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.450196,2.493675,1.073515,0.762162,0.273327,-0.010249,0.197769,0.137977,116.584541,0.001127,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129084654_f01,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
31,8:47:24,29/01/2025,K_lowfl_medbth,Karina Guo,,,390,Low,0.070807,1.907068,0.068273,0.730237,1.807622,1.767405,2.869328,1.061707,17.395508,17.791332,28.241072,0.441786,7.5,PSF-01163_20250129084724_46e,0,0,0,123.108032,558.154114,0.779437,0.5,0.8,11.18067,1,56.99,55.73,24.96,23.29,23.29,101.6,80.1,79.5,0.7,36,4.089,8:37:15,29/01/2025,-1.64,1,0.001,0,0.003,0.077,0.323,0.736,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.450265,2.49349,1.075533,0.761905,0.273191,-0.01677,0.200738,0.138543,123.108032,0.001148,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129084724_46e,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
32,8:49:46,29/01/2025,K_lowfl_medbth,Karina Guo,,,92,Low,0.111805,1.906707,0.105612,1.171244,1.829871,1.765368,2.930204,1.100333,17.376057,18.010942,28.841228,0.441786,7.5,PSF-01163_20250129084946_dfb,0,0,0,182.94632,648.663269,0.717964,0.5,0.8,18.998844,1,57.37,55.35,25.05,23.64,23.64,101.6,80,79.7,0.5,66,4.088,8:49:30,29/01/2025,-0.06,0,0,0,0.008,0.669,0.368,1.057,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449749,2.491827,1.075398,0.762233,0.272162,-0.013966,0.21502,0.164891,182.94632,0.001153,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129084946_dfb,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
33,8:50:12,29/01/2025,K_lowfl_medbth,Karina Guo,,,92,Low,0.14535,1.903964,0.135041,1.45502,1.848137,1.76787,2.917154,1.069017,17.400513,18.190548,28.712498,0.441786,7.5,PSF-01163_20250129085012_35f,0,0,0,153.195267,628.040649,0.756074,0.5,0.8,23.157705,1,57.9,55.38,25.07,23.56,23.56,101.6,79.9,79.6,0.4,77,4.087,8:49:30,29/01/2025,-0.06,0,-0.001,0,0.007,-0.179,-0.423,-0.728,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449793,2.492548,1.074378,0.761996,0.272021,-0.014935,0.217513,0.173951,153.195267,0.001133,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129085012_35f,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
34,8:50:32,29/01/2025,K_lowfl_medbth,Karina Guo,,,92,Low,0.183041,1.90688,0.16701,1.720346,1.861794,1.767093,2.88388,1.022087,17.393291,18.325417,28.385693,0.441786,7.5,PSF-01163_20250129085032_548,0,0,0,139.71376,603.1698,0.768367,0.5,0.8,24.950146,1,58.31,55.34,25.07,23.37,23.37,101.6,80,79.3,0.9,81,4.087,8:49:30,29/01/2025,-0.06,0,-0.001,0,-0.001,-0.111,-0.057,-0.31,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449739,2.49311,1.075463,0.76143,0.27197,-0.017098,0.219384,0.177958,139.71376,0.001144,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129085032_548,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
35,8:51:06,29/01/2025,K_lowfl_medbth,Karina Guo,,,238,Low,0.151248,1.904673,0.140121,1.59832,1.850248,1.762119,2.981618,1.13137,17.343605,18.211012,29.346491,0.441786,7.5,PSF-01163_20250129085106_cba,0,0,0,150.438309,552.977783,0.727949,0.5,0.8,24.496737,1,57.94,55.18,25.07,23.93,23.93,101.6,79.9,76.4,4.4,84,4.085,8:49:30,29/01/2025,-0.06,0,0.002,0,0.003,-0.055,-0.333,-0.793,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449517,2.492597,1.074641,0.755112,0.271929,-0.010986,0.222702,0.180524,150.438309,0.001182,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129085106_cba,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
36,8:52:03,29/01/2025,K_lowfl_medbth,Karina Guo,,,238,Low,0.159638,1.895287,0.147237,1.689733,1.851295,1.757535,2.989457,1.138162,17.299341,18.222216,29.425098,0.441786,7.5,PSF-01163_20250129085203_77b,0,0,0,142.103073,558.220642,0.745436,0.5,0.8,27.24769,1,57.98,55.04,25.07,23.97,23.97,101.6,79.4,76.7,3.4,91,4.084,8:49:30,29/01/2025,-0.06,0,0.001,0,0.002,-0.065,-0.152,-0.385,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449341,2.492657,1.071159,0.755757,0.271962,-0.010465,0.228228,0.186832,142.103073,0.001153,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129085203_77b,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
37,8:53:35,29/01/2025,K_lowfl_medbth,Karina Guo,,,238,Low,0.23792,1.904239,0.211496,2.187066,1.878591,1.758001,2.904475,1.025885,17.303587,18.490519,28.588058,0.441786,7.5,PSF-01163_20250129085335_a94,0,0,0,185.968277,564.519531,0.670573,0.5,0.8,21.063318,1,58.82,55.05,25.07,23.49,23.49,101.6,79.9,66.5,16.7,79,4.081,8:49:30,29/01/2025,-0.06,0,0.001,0,0.001,0.125,0.405,2.255,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449347,2.493811,1.07448,0.733818,0.271929,-0.015831,0.237259,0.175651,185.968277,0.001132,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129085335_a94,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
38,8:54:15,29/01/2025,K_lowfl_medbth,Karina Guo,,,111,Mid,0.139168,1.903296,0.129685,1.546892,1.842308,1.756933,3.025098,1.182791,17.293669,18.134018,29.776346,0.441786,7.5,PSF-01163_20250129085415_584,0,0,0,173.87616,595.252991,0.707895,0.5,0.8,18.029751,1,57.67,55,25.08,24.17,24.17,101.59,79.8,79.6,0.3,64,4.08,8:49:30,29/01/2025,-0.06,0,0,0,0.003,-0.417,-0.612,-1.509,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449284,2.492237,1.074129,0.762135,0.271885,-0.008339,0.240975,0.162732,173.87616,0.001122,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129085415_584,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
39,8:54:50,29/01/2025,K_lowfl_medbth,Karina Guo,,,111,Mid,0.144048,1.903437,0.133914,1.548387,1.850152,1.76471,2.996807,1.146656,17.370394,18.211407,29.498163,0.441786,7.5,PSF-01163_20250129085450_479,0,0,0,152.211075,586.618042,0.740528,0.5,0.8,13.586827,1,57.91,55.24,25.08,24.01,24.01,101.59,79.9,69.5,13,46,4.054,8:49:30,29/01/2025,-0.06,0,0.001,0,0.002,-0.003,0.022,0.242,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449596,2.492563,1.074182,0.740199,0.271864,-0.01011,0.244319,0.147246,152.211075,0.001142,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129085450_479,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
40,8:55:07,29/01/2025,K_lowfl_medbth,Karina Guo,,,111,Mid,0.143228,1.901262,0.133194,1.556081,1.850939,1.764949,3.009415,1.158476,17.373085,18.219521,29.622852,0.441786,7.5,PSF-01163_20250129085507_4a7,0,0,0,176.70929,594.097473,0.702558,0.5,0.8,10.755822,1,57.93,55.24,25.08,24.08,24.08,101.59,79.7,79.8,-0.1,38,4.08,8:49:30,29/01/2025,-0.06,0,0,0.001,0.004,-0.105,0.633,-0.202,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.4496,2.49259,1.073374,0.762551,0.271848,-0.009345,0.245795,0.140641,176.70929,0.001147,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129085507_4a7,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
41,8:55:31,29/01/2025,K_lowfl_medbth,Karina Guo,,,484,Mid,0.151803,1.904818,0.140598,1.600289,1.855826,1.767609,2.984618,1.128792,17.398836,18.267178,29.378046,0.441786,7.5,PSF-01163_20250129085531_a48,0,0,0,162.37056,534.831787,0.696408,0.5,0.8,10.287462,1,58.08,55.32,25.08,23.94,23.94,101.59,79.9,79.9,0.1,37,4.079,8:49:30,29/01/2025,-0.06,0,0,0,0.001,-0.169,0.045,-0.125,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.4497,2.492789,1.074695,0.76266,0.271825,-0.010907,0.248099,0.139472,162.37056,0.001131,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129085531_a48,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
42,8:56:10,29/01/2025,K_lowfl_medbth,Karina Guo,,,484,Mid,0.145093,1.901696,0.134807,1.590016,1.855356,1.767514,3.024888,1.169532,17.397266,18.261869,29.773323,0.441786,7.5,PSF-01163_20250129085610_9f0,0,0,0,155.848862,545.775513,0.714445,0.5,0.8,9.801978,1,58.05,55.3,25.09,24.17,24.17,101.6,79.8,79.5,0.3,34,4.078,8:49:30,29/01/2025,-0.06,0,0.001,0.001,0.003,0.14,0.322,0.596,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449682,2.492754,1.073535,0.761885,0.271792,-0.008448,0.251683,0.137184,155.848862,0.001148,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129085610_9f0,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
43,8:56:47,29/01/2025,K_lowfl_medbth,Karina Guo,,,484,Mid,0.170262,1.904846,0.156292,1.741311,1.867925,1.77194,2.972916,1.104992,17.440443,18.385174,29.261131,0.441786,7.5,PSF-01163_20250129085647_69a,0,0,0,141.407486,510.189056,0.722833,0.5,0.8,10.135573,1,58.44,55.44,25.09,23.88,23.88,101.6,79.9,78.1,2.3,35,4.077,8:49:30,29/01/2025,-0.06,0,0,0.001,-9999,-0.066,-0.149,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449856,2.493282,1.074706,0.758749,0.271771,-0.011693,0.255184,0.137841,141.407486,0.001164,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129085647_69a,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
44,8:57:28,29/01/2025,K_lowfl_medbth,Karina Guo,,,484,Mid,0.170001,1.902562,0.156057,1.725316,1.856849,1.761592,2.953477,1.096628,17.33914,18.276749,29.070728,0.441786,7.5,PSF-01163_20250129085728_2d7,0,0,0,130.540604,554.721619,0.764674,0.5,0.8,10.464437,1,58.09,55.11,25.09,23.77,23.77,101.6,79.8,79.6,0.3,34,4.076,8:49:30,29/01/2025,-0.06,0,0,0,-9999,-0.072,0.013,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449426,2.492805,1.073856,0.762024,0.271764,-0.012915,0.258939,0.137108,130.540604,0.001147,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129085728_2d7,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
46,8:59:09,29/01/2025,K_lowfl_medbth,Karina Guo,,,647,High,0.230009,1.90186,0.205194,2.239499,1.891473,1.767806,2.973791,1.082318,17.399708,18.616903,29.269665,0.441786,7.5,PSF-01163_20250129085909_018,0,0,0,132.27832,561.208984,0.764298,0.5,0.8,13.320371,1,59.16,55.29,25.09,23.88,23.88,101.6,79.8,79.7,0.1,44,4.074,8:49:30,29/01/2025,-0.06,0,0,0,0.002,0.033,-0.037,-0.13,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449661,2.494263,1.073596,0.762255,0.271714,-0.011696,0.268242,0.145248,132.27832,0.001156,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129085909_018,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
47,8:59:34,29/01/2025,K_lowfl_medbth,Karina Guo,,,647,High,0.102733,1.901472,0.097467,1.186,1.836451,1.770901,3.043143,1.206692,17.428797,18.073929,29.949911,0.441786,7.5,PSF-01163_20250129085934_1a2,0,0,0,142.885559,534.487732,0.732668,0.5,0.8,12.637415,1,57.42,55.37,25.1,24.27,24.27,101.61,79.7,79.7,0.1,43,4.073,8:49:30,29/01/2025,-0.06,0,0,0,0.002,-0.432,-0.463,-0.704,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449775,2.491893,1.073452,0.762235,0.271679,-0.007442,0.270417,0.144857,142.885559,0.001141,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129085934_1a2,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
48,9:02:27,29/01/2025,K_lowfl_medbth,Karina Guo,,,495,High,0.015125,1.90247,0.015006,0.210895,1.784441,1.772787,3.177547,1.393106,17.44779,17.56249,31.273455,0.441786,7.5,PSF-01163_20250129090227_c8e,0,0,0,131.91748,400.034668,0.670235,0.5,0.8,16.641628,1,55.66,55.3,25.14,24.99,24.99,101.61,79.8,70,12.2,62,4.069,9:00:11,29/01/2025,-1.48,1,0,0,0.002,0.43,0.398,2.629,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449666,2.491422,1.073822,0.741313,0.271236,0.000229,0.286339,0.161341,131.91748,0.001139,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129090227_c8e,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
49,9:05:26,29/01/2025,K_lowfl_medbth,Karina Guo,,,621,Mid,0.037041,1.898573,0.036332,0.503067,1.804997,1.777132,3.177288,1.37229,17.491581,17.765854,31.272747,0.441786,7.5,PSF-01163_20250129090526_f1b,0,0,0,198.558212,536.709656,0.630045,0.5,0.8,11.23613,1,56.02,55.16,25.22,24.99,24.99,101.6,79.6,79.6,0.1,45,4.066,9:00:11,29/01/2025,-1.48,1,0,0,-0.001,0.387,-0.078,2.113,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.44946,2.491897,1.072376,0.761993,0.270321,-0.000739,0.302552,0.14613,198.558212,0.00115,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129090526_f1b,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
50,9:06:04,29/01/2025,K_lowfl_medbth,Karina Guo,,,621,Mid,0.024442,1.902053,0.024132,0.309439,1.795599,1.778497,3.067261,1.271662,17.504587,17.672911,30.189054,0.441786,7.5,PSF-01163_20250129090604_1a3,0,0,0,163.804657,572.290039,0.713773,0.5,0.8,11.073091,1,55.67,55.14,25.24,24.4,24.4,101.6,79.8,68.9,13.6,39,4.065,9:00:11,29/01/2025,-1.48,1,0.001,0,0.005,-0.054,-0.231,-0.566,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449441,2.49142,1.073668,0.738883,0.270143,-0.00756,0.30585,0.141084,163.804657,0.001142,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129090604_1a3,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
51,9:06:26,29/01/2025,K_lowfl_medbth,Karina Guo,,,621,Mid,0.035061,1.905173,0.034428,0.438346,1.800991,1.776817,3.063631,1.26264,17.488361,17.726288,30.153845,0.441786,7.5,PSF-01163_20250129090626_9a1,0,0,0,162.395599,524.975525,0.690661,0.5,0.8,11.761085,1,55.82,55.07,25.25,24.38,24.38,101.6,79.9,76.8,3.9,43,4.065,9:00:11,29/01/2025,-1.48,1,0,0,0.002,0.38,0.839,1.606,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.44934,2.491615,1.074827,0.75598,0.270066,-0.007862,0.307635,0.144379,162.395599,0.001143,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129090626_9a1,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
52,9:06:55,29/01/2025,K_lowfl_medbth,Karina Guo,,,314,Low,0.072097,1.900357,0.069461,0.794537,1.818332,1.77438,2.953195,1.134862,17.464418,17.897017,29.06695,0.441786,7.5,PSF-01163_20250129090655_55d,0,0,0,112.498283,500.774506,0.775351,0.5,0.8,13.206961,1,56.34,54.98,25.25,23.77,23.77,101.6,79.7,68.7,13.8,43,4.063,9:00:11,29/01/2025,-1.48,1,0,0.001,0.002,0.072,-0.005,0.01,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449227,2.492337,1.073038,0.738434,0.270034,-0.014727,0.31014,0.144389,112.498283,0.001164,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129090655_55d,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
53,9:07:31,29/01/2025,K_lowfl_medbth,Karina Guo,,,314,Low,0.075853,1.909783,0.072956,0.87341,1.825039,1.777035,3.012418,1.187379,17.490503,17.96298,29.649784,0.441786,7.5,PSF-01163_20250129090731_4ea,0,0,0,127.005814,540.06958,0.764834,0.5,0.8,12.749686,1,56.56,55.07,25.25,24.1,24.1,101.6,80.2,79.5,0.9,42,4.061,9:00:11,29/01/2025,-1.48,1,-0.001,0,-9999,-0.081,-0.173,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.44934,2.492627,1.076545,0.7618,0.270046,-0.01103,0.313199,0.143599,127.005814,0.001151,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129090731_4ea,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
54,9:07:57,29/01/2025,K_lowfl_medbth,Karina Guo,,,314,Low,0.034822,1.900145,0.034196,0.425483,1.802505,1.778962,3.03652,1.234015,17.510117,17.741848,29.888113,0.441786,7.5,PSF-01163_20250129090757_731,0,0,0,127.156738,457.998291,0.722364,0.5,0.8,12.285036,1,55.86,55.13,25.25,24.23,24.23,101.6,79.7,79.6,0.1,43,4.06,9:00:11,29/01/2025,-1.48,1,0,0,-9999,-0.025,-0.175,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.449424,2.491676,1.072959,0.762124,0.270058,-0.009532,0.315425,0.144331,127.156738,0.001154,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129090757_731,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
