flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-01163_20250114093107_d49,09:31:07,2025-01-14,PFA-00994,PSA-00994,PSF-01163,0.000000,0.000000,0.000000,539.252747,148.854019,0.723962,101.158409

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,356.267456,7001.205566
0.010000,501.150360,7001.205566
0.020000,529.699097,7001.205566
0.030000,535.397888,7001.205566
0.040000,537.106262,7001.205566
0.050000,537.838318,7001.205566
0.060000,538.245300,7001.205566
0.070000,538.511780,7001.205566
0.080000,538.701660,7001.205566
0.090000,538.864014,7001.205566
0.100000,538.989563,7001.205566
0.110000,539.044617,7001.205566
0.120000,539.110046,7001.205566
0.130000,539.147949,7001.205566
0.140000,539.202698,7001.205566
0.150000,539.221313,7001.205566
0.160000,539.239502,7001.205566
0.170000,539.252747,7001.205566
0.180000,539.221313,7001.205566
0.190000,539.204834,7001.205566
0.200000,539.235596,7001.205566
0.210000,539.157654,7001.205566
0.220000,539.170532,7001.205566
0.230000,539.131165,7001.205566
0.240000,539.119019,7001.205566
0.250000,539.056763,7001.205566
0.260000,539.007812,7001.205566
0.270000,538.943420,7001.205566
0.280000,538.906921,7001.205566
0.290000,538.863647,7001.205566
0.300000,538.847900,7001.205566
0.310000,538.727417,7001.205566
0.320000,538.653381,7001.205566
0.330000,538.598328,7001.205566
0.340000,538.547180,7001.205566
0.350000,538.479919,7001.205566
0.360000,538.418762,7001.205566
0.370000,538.338684,7001.205566
0.380000,538.301086,7001.205566
0.390000,538.228149,7001.205566
0.400000,538.198486,7001.205566
0.410000,538.077576,7001.205566
0.420000,538.028259,7001.205566
0.430000,537.936707,7001.205566
0.440000,537.883423,7001.205566
0.450000,537.816528,7001.205566
0.460000,537.757874,7001.205566
0.470000,537.682800,7001.205566
0.480000,537.598389,7001.205566
0.490000,537.550110,7001.205566
0.500000,537.481079,7001.205566
0.510000,537.375549,7001.205566
0.520000,537.300842,7001.205566
0.530000,537.235718,7001.205566
0.540000,537.169922,7001.205566
0.550000,537.089844,7001.205566
0.560000,537.015442,7001.205566
0.570000,536.916016,7001.205566
0.580000,536.864136,7001.205566
0.590000,536.783325,7001.205566
0.600000,536.740051,7001.205566
0.610000,536.607056,7001.205566
0.620000,536.553711,7001.205566
0.630000,536.446472,7001.205566
0.640000,536.406372,7001.205566
0.650000,536.324829,7001.205566
0.660000,536.240112,7001.205566
0.670000,536.167847,7001.205566
0.680000,536.095642,7001.205566
0.690000,536.037659,7001.205566
0.700000,535.965454,7001.205566
0.710000,535.870667,7001.205566
0.720000,535.779480,7001.205566
0.730000,535.706848,7001.205566
0.740000,535.629272,7001.205566
0.750000,535.546997,7001.205566
0.760000,535.466553,7001.205566
0.770000,535.362854,7001.205566
0.780000,535.302063,7001.205566
0.790000,535.243408,7001.205566
