flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-01163_20250114121517_021,12:15:17,2025-01-14,PFA-00994,PSA-00994,PSF-01163,0.000000,0.000000,0.000000,560.439331,169.238449,0.698025,177.226883

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,366.629364,7001.205566
0.010000,508.410217,7001.205566
0.020000,545.919678,7001.205566
0.030000,554.313904,7001.205566
0.040000,556.751831,7001.205566
0.050000,557.750000,7001.205566
0.060000,558.355103,7001.205566
0.070000,558.783875,7001.205566
0.080000,559.094299,7001.205566
0.090000,559.382935,7001.205566
0.100000,559.611450,7001.205566
0.110000,559.768433,7001.205566
0.120000,559.916870,7001.205566
0.130000,560.030945,7001.205566
0.140000,560.147156,7001.205566
0.150000,560.227966,7001.205566
0.160000,560.279846,7001.205566
0.170000,560.338135,7001.205566
0.180000,560.386414,7001.205566
0.190000,560.408936,7001.205566
0.200000,560.439331,7001.205566
0.210000,560.403931,7001.205566
0.220000,560.377502,7001.205566
0.230000,560.359619,7001.205566
0.240000,560.356384,7001.205566
0.250000,560.310974,7001.205566
0.260000,560.260193,7001.205566
0.270000,560.219055,7001.205566
0.280000,560.161804,7001.205566
0.290000,560.104248,7001.205566
0.300000,560.068115,7001.205566
0.310000,559.943665,7001.205566
0.320000,559.894653,7001.205566
0.330000,559.803833,7001.205566
0.340000,559.747314,7001.205566
0.350000,559.657593,7001.205566
0.360000,559.578186,7001.205566
0.370000,559.465515,7001.205566
0.380000,559.410828,7001.205566
0.390000,559.316772,7001.205566
0.400000,559.247742,7001.205566
0.410000,559.109680,7001.205566
0.420000,559.020996,7001.205566
0.430000,558.897278,7001.205566
0.440000,558.811768,7001.205566
0.450000,558.684814,7001.205566
0.460000,558.595398,7001.205566
0.470000,558.468445,7001.205566
0.480000,558.362244,7001.205566
0.490000,558.263916,7001.205566
0.500000,558.170532,7001.205566
0.510000,558.000305,7001.205566
0.520000,557.925232,7001.205566
0.530000,557.780396,7001.205566
0.540000,557.694580,7001.205566
0.550000,557.554749,7001.205566
0.560000,557.449219,7001.205566
0.570000,557.336914,7001.205566
0.580000,557.212463,7001.205566
0.590000,557.106262,7001.205566
0.600000,557.021484,7001.205566
0.610000,556.847717,7001.205566
0.620000,556.679626,7001.205566
0.630000,556.557312,7001.205566
0.640000,556.451416,7001.205566
0.650000,556.317688,7001.205566
0.660000,556.187866,7001.205566
0.670000,556.070190,7001.205566
0.680000,555.948975,7001.205566
0.690000,555.826294,7001.205566
0.700000,555.725830,7001.205566
0.710000,555.554871,7001.205566
0.720000,555.430786,7001.205566
0.730000,555.292358,7001.205566
0.740000,555.172546,7001.205566
0.750000,555.037720,7001.205566
0.760000,554.895386,7001.205566
0.770000,554.770203,7001.205566
0.780000,554.625061,7001.205566
0.790000,554.515625,7001.205566
