SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
139,10:07:43,14/01/2025,K_lowfl_medbth,Karina Guo,,,284,High,0.083798,1.899971,0.080259,1.076308,2.475477,2.416799,3.785124,1.309646,23.97892,24.561111,37.555115,0.441786,7.5,PSF-01163_20250114100743_c29,0,0,0,43.62595,231.317276,0.811402,0.5,0.8,21.629822,1,59.7,58.28,29.53,27.96,27.96,100.79,79.7,79.6,0.1,67,3.899,10:04:32,14/01/2025,-1.45,1,0.001,0.001,0,-0.061,-0.165,-0.253,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.452718,2.496094,1.072895,0.762094,0.22784,-0.015995,0.562447,0.165315,43.62595,0.001135,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114100743_c29,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
140,10:08:07,14/01/2025,K_lowfl_medbth,Karina Guo,,,284,High,0.064441,1.907802,0.062335,0.808639,2.459949,2.416092,3.727228,1.267279,23.973034,24.408188,36.98243,0.441786,7.5,PSF-01163_20250114100807_fbf,0,0,0,128.11232,543.826111,0.764424,0.5,0.8,25.729473,1,59.36,58.3,29.52,27.69,27.69,100.78,80.1,79.3,1,84,3.9,10:04:32,14/01/2025,-1.45,1,0.001,0,0.002,-0.028,-0.129,-0.346,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.452743,2.495634,1.075806,0.761379,0.227932,-0.018936,0.563905,0.180539,128.11232,0.001147,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114100807_fbf,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
141,10:08:45,14/01/2025,K_lowfl_medbth,Karina Guo,,,638,Mid,0.182313,1.906428,0.1664,1.824765,2.508775,2.409768,3.580577,1.071803,23.910696,24.893085,35.527946,0.441786,7.5,PSF-01163_20250114100845_929,0,0,0,127.310516,558.512451,0.772054,0.5,0.8,23.659597,1,60.6,58.2,29.5,27.01,27.01,100.78,80,79.5,0.6,77,3.899,10:04:32,14/01/2025,-1.45,1,0,0.001,0.003,0.004,-0.021,-0.039,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.452624,2.497325,1.075294,0.761919,0.22809,-0.026628,0.566249,0.173986,127.310516,0.001148,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114100845_929,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
142,10:09:21,14/01/2025,K_lowfl_medbth,Karina Guo,,,638,Mid,0.169256,1.904467,0.155442,1.73102,2.505182,2.411133,3.593536,1.088354,23.924482,24.857677,35.656879,0.441786,7.5,PSF-01163_20250114100921_751,0,0,0,136.069901,579.915771,0.765363,0.5,0.8,24.10446,1,60.56,58.29,29.49,27.07,27.07,100.78,79.9,79.6,0.4,79,3.899,10:04:32,14/01/2025,-1.45,1,0.001,0.001,0.004,-0.225,-0.391,-0.963,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.45274,2.497285,1.074565,0.762106,0.228233,-0.025738,0.56852,0.175832,136.069901,0.001157,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114100921_751,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
143,10:09:55,14/01/2025,K_lowfl_medbth,Karina Guo,,,638,Mid,0.223427,1.902684,0.199947,2.168441,2.531665,2.413738,3.591462,1.059797,23.949789,25.1199,35.635506,0.441786,7.5,PSF-01163_20250114100955_8f3,0,0,0,129.082916,556.390991,0.768,0.5,0.8,22.885199,1,61.27,58.41,29.47,27.06,27.06,100.78,79.8,79.2,0.7,74,3.897,10:04:32,14/01/2025,-1.45,1,0.001,-0.001,0.004,-0.228,-0.084,0.322,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.452903,2.498243,1.073902,0.761281,0.22839,-0.025648,0.57057,0.172145,129.082916,0.001147,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114100955_8f3,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
144,10:10:27,14/01/2025,K_lowfl_medbth,Karina Guo,,,732,High,0.064784,1.90274,0.062651,0.830679,2.456024,2.410817,3.751083,1.295059,23.921883,24.370453,37.220974,0.441786,7.5,PSF-01163_20250114101027_463,0,0,0,122.500061,569.838501,0.785027,0.5,0.8,25.750107,1,59.48,58.39,29.46,27.8,27.8,100.78,79.8,78,2.3,82,3.898,10:04:32,14/01/2025,-1.45,1,0.001,0.001,0.003,0.086,0.094,0.142,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.452873,2.495817,1.073923,0.758526,0.228513,-0.016923,0.572607,0.178675,122.500061,0.001141,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114101027_463,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
145,10:11:13,14/01/2025,K_lowfl_medbth,Karina Guo,,,732,High,0.067168,1.904182,0.064879,0.902482,2.463362,2.414298,3.821555,1.358193,23.955469,24.442301,37.918743,0.441786,7.5,PSF-01163_20250114101113_843,0,0,0,125.007751,580.449341,0.784636,0.5,0.8,25.698065,1,59.7,58.51,29.44,28.12,28.12,100.78,79.9,79.3,0.7,82,3.897,10:04:32,14/01/2025,-1.45,1,0,0,0.002,0.099,0.057,0.107,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.453036,2.496114,1.074459,0.76144,0.228615,-0.013086,0.575394,0.178566,125.007751,0.001151,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114101113_843,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
146,10:11:43,14/01/2025,K_lowfl_medbth,Karina Guo,,,732,High,0.094891,1.901757,0.090382,1.155766,2.476769,2.41384,3.725886,1.249117,23.950865,24.57527,36.969391,0.441786,7.5,PSF-01163_20250114101143_79e,0,0,0,119.83931,559.019226,0.785626,0.5,0.8,25.299158,1,60.05,58.53,29.44,27.69,27.69,100.78,79.8,64.4,19.3,81,3.895,10:04:32,14/01/2025,-1.45,1,0.001,0.001,0.004,-0.232,-0.386,-0.948,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.453059,2.496596,1.073557,0.729287,0.228688,-0.018033,0.577188,0.177373,119.83931,0.001154,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114101143_79e,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
147,10:12:56,14/01/2025,K_lowfl_medbth,Karina Guo,,,169,Low,0.061265,1.908198,0.059359,0.821367,2.4577,2.413164,3.808931,1.351231,23.943743,24.385637,37.792732,0.441786,7.5,PSF-01163_20250114101256_6c0,0,0,0,175.040604,592.273254,0.70446,0.5,0.8,22.186722,1,59.66,58.58,29.42,28.06,28.06,100.78,80.1,79.4,0.9,79,3.894,10:04:32,14/01/2025,-1.45,1,0.001,0.001,0,-0.211,-0.308,-0.417,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.453135,2.496069,1.075954,0.76162,0.228878,-0.013409,0.581667,0.175833,175.040604,0.001141,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114101256_6c0,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
148,10:13:25,14/01/2025,K_lowfl_medbth,Karina Guo,,,169,Low,0.096875,1.904649,0.092187,1.162953,2.485186,2.421993,3.717498,1.232312,24.031044,24.658043,36.885063,0.441786,7.5,PSF-01163_20250114101325_aa7,0,0,0,153.842926,557.957031,0.724275,0.5,0.8,23.264883,1,60.36,58.83,29.41,27.65,27.65,100.79,79.9,79.6,0.4,80,3.893,10:04:32,14/01/2025,-1.45,1,0.002,0,0.004,-0.599,-0.966,-2.193,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.453458,2.497022,1.074632,0.762189,0.228959,-0.01813,0.583387,0.177197,153.842926,0.001129,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114101325_aa7,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
149,10:14:21,14/01/2025,K_lowfl_medbth,Karina Guo,,,169,Low,0.100468,1.90014,0.095422,1.225146,2.484504,2.417728,3.738546,1.254042,23.989086,24.651648,37.09446,0.441786,7.5,PSF-01163_20250114101421_3a6,0,0,0,160.119659,572.524292,0.720327,0.5,0.8,22.753628,1,60.42,58.8,29.38,27.74,27.74,100.78,79.7,79.4,0.4,79,3.891,10:04:32,14/01/2025,-1.45,1,-0.001,0,0.002,-0.089,-0.224,-0.545,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.453429,2.497113,1.072957,0.761635,0.229169,-0.016743,0.586825,0.176036,160.119659,0.001128,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114101421_3a6,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
150,10:16:04,14/01/2025,K_lowfl_medbth,Karina Guo,,,683,Low,0.15528,1.901436,0.143556,1.674324,2.508029,2.416877,3.647549,1.13952,23.981716,24.886179,36.193184,0.441786,7.5,PSF-01163_20250114101604_a60,0,0,0,166.620605,589.413635,0.717311,0.5,0.8,21.890329,1,61.06,58.84,29.37,27.32,27.32,100.78,79.7,79.4,0.4,76,3.891,10:15:43,14/01/2025,-1.43,1,0.001,0,0.004,-0.282,-0.441,-0.791,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.453485,2.497956,1.073438,0.761698,0.22933,-0.021402,0.593202,0.173708,166.620605,0.001138,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114101604_a60,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
151,10:16:39,14/01/2025,K_lowfl_medbth,Karina Guo,,,683,Low,0.136986,1.906222,0.127802,1.496205,2.506822,2.425633,3.650595,1.143773,24.069311,24.874943,36.224483,0.441786,7.5,PSF-01163_20250114101639_eb8,0,0,0,154.454468,565.270203,0.72676,0.5,0.8,19.788624,1,61.05,59.08,29.36,27.34,27.34,100.78,80,76.3,4.7,68,3.89,10:15:43,14/01/2025,-1.43,1,-0.001,0,0.003,-0.175,-0.64,-1.106,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.453796,2.49795,1.075218,0.754848,0.229391,-0.021159,0.595293,0.166557,154.454468,0.001147,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114101639_eb8,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
152,10:18:33,14/01/2025,K_lowfl_medbth,Karina Guo,,,683,Low,0.140958,1.902244,0.131234,1.657374,2.528415,2.438253,3.76148,1.233065,24.193583,25.088213,37.323307,0.441786,7.5,PSF-01163_20250114101833_7ce,0,0,0,185.764069,583.229919,0.681491,0.5,0.8,21.333752,1,61.67,59.47,29.33,27.85,27.85,100.78,79.8,69.7,12.6,78,3.887,10:15:43,14/01/2025,-1.43,1,-0.001,0,-0.001,-0.416,-0.794,-2.157,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.454314,2.498787,1.073738,0.740706,0.229612,-0.014961,0.602345,0.17542,185.764069,0.001139,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114101833_7ce,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
153,10:18:59,14/01/2025,K_lowfl_medbth,Karina Guo,,,701,Mid,0.141602,1.904559,0.131803,1.476177,2.523867,2.443689,3.618153,1.094286,24.24872,25.044327,35.902924,0.441786,7.5,PSF-01163_20250114101859_6b9,0,0,0,160.268433,611.158142,0.737763,0.5,0.8,21.058346,1,61.57,59.61,29.33,27.18,27.18,100.78,79.9,79.2,0.9,71,3.886,10:15:43,14/01/2025,-1.43,1,0.001,0,0.004,-0.171,-0.152,-0.374,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.454504,2.498653,1.074599,0.761144,0.229642,-0.022592,0.603829,0.169417,160.268433,0.001152,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114101859_6b9,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
154,10:19:36,14/01/2025,K_lowfl_medbth,Karina Guo,,,701,Mid,0.147633,1.901396,0.136996,1.535251,2.529176,2.445612,3.624082,1.094906,24.267078,25.096258,35.96069,0.441786,7.5,PSF-01163_20250114101936_109,0,0,0,167.380936,622.503906,0.731117,0.5,0.8,21.406996,1,61.71,59.67,29.33,27.21,27.21,100.78,79.7,79.4,0.4,73,3.885,10:15:43,14/01/2025,-1.43,1,-0.001,0,0.003,0.107,0.121,0.759,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.454584,2.498849,1.073423,0.76173,0.229678,-0.022225,0.606155,0.171018,167.380936,0.001148,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114101936_109,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
155,10:20:00,14/01/2025,K_lowfl_medbth,Karina Guo,,,701,Mid,0.116297,1.903086,0.1096,1.29228,2.532377,2.462118,3.684049,1.151672,24.429953,25.127083,36.554356,0.441786,7.5,PSF-01163_20250114102000_8a9,0,0,0,164.773819,614.083862,0.731675,0.5,0.8,20.085888,1,61.8,60.09,29.32,27.49,27.49,100.78,79.8,77,3.6,69,3.885,10:15:43,14/01/2025,-1.43,1,0.003,0.001,0.002,-0.26,-0.33,-0.29,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.455132,2.498976,1.074051,0.756405,0.229715,-0.018947,0.607537,0.167043,164.773819,0.001172,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114102000_8a9,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
156,10:22:36,14/01/2025,K_lowfl_medbth,Karina Guo,,,692,Low,0.202731,1.903269,0.183215,1.988071,2.563404,2.455365,3.623428,1.060024,24.363068,25.435076,35.953037,0.441786,7.5,PSF-01163_20250114102236_240,0,0,0,143.226028,592.560425,0.758293,0.5,0.8,22.437437,1,62.6,59.96,29.31,27.21,27.21,100.78,79.8,79.3,0.6,74,3.883,10:15:43,14/01/2025,-1.43,1,0.002,0.001,0.009,0.103,0.149,-0.084,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.454967,2.500061,1.074119,0.761525,0.229813,-0.022087,0.617009,0.171691,143.226028,0.001127,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114102236_240,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
157,10:23:12,14/01/2025,K_lowfl_medbth,Karina Guo,,,692,Low,0.245059,1.903742,0.217111,2.264135,2.589205,2.466238,3.607876,1.018671,24.471439,25.691593,35.799431,0.441786,7.5,PSF-01163_20250114102312_515,0,0,0,126.310226,552.58551,0.77142,0.5,0.8,22.345232,1,63.24,60.24,29.31,27.14,27.14,100.78,79.9,76.6,4,72,3.882,10:15:43,14/01/2025,-1.43,1,0.001,0.001,0,-0.083,-0.05,-0.05,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.455332,2.500936,1.074295,0.755629,0.229846,-0.022889,0.619067,0.170336,126.310226,0.001152,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114102312_515,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
158,10:23:35,14/01/2025,K_lowfl_medbth,Karina Guo,,,692,Low,0.226516,1.903974,0.202432,2.061929,2.593899,2.481938,3.588928,0.995028,24.627407,25.738363,35.611687,0.441786,7.5,PSF-01163_20250114102335_9ec,0,0,0,117.082359,532.636658,0.780183,0.5,0.8,22.699564,1,63.37,60.63,29.31,27.05,27.05,100.78,79.9,78.7,1.5,73,3.881,10:15:43,14/01/2025,-1.43,1,0.001,-0.001,0.007,0.013,-0.078,-0.186,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.455846,2.501103,1.074381,0.760171,0.229866,-0.023893,0.620421,0.170616,117.082359,0.001137,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114102335_9ec,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
159,10:24:01,14/01/2025,K_lowfl_medbth,Karina Guo,,,53,High,0.061011,1.904636,0.059117,0.704001,2.51182,2.473578,3.67511,1.163291,24.544764,24.924223,36.467297,0.441786,7.5,PSF-01163_20250114102401_053,0,0,0,175.961487,592.799683,0.703169,0.5,0.8,20.9235,1,61.37,60.44,29.3,27.45,27.45,100.78,79.9,79.3,0.8,74,3.881,10:15:43,14/01/2025,-1.43,1,0,0,0.002,-0.063,-0.109,-0.139,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.455591,2.49839,1.074628,0.761362,0.229891,-0.019202,0.621912,0.172053,175.961487,0.001137,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114102401_053,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
160,10:24:40,14/01/2025,K_lowfl_medbth,Karina Guo,,,53,High,0.049987,1.903451,0.048708,0.608473,2.517691,2.484614,3.737583,1.219893,24.65402,24.982233,37.086834,0.441786,7.5,PSF-01163_20250114102440_4c0,0,0,0,148.613327,590.57666,0.748359,0.5,0.8,18.634092,1,61.52,60.71,29.3,27.74,27.74,100.78,79.9,79.5,0.5,62,3.88,10:15:43,14/01/2025,-1.43,1,0,0,-9999,-0.205,-0.4,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.455947,2.498588,1.074187,0.761816,0.229896,-0.015863,0.624188,0.161494,148.613327,0.00116,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114102440_4c0,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
161,10:24:54,14/01/2025,K_lowfl_medbth,Karina Guo,,,53,High,0.045951,1.901386,0.044867,0.506601,2.518051,2.490474,3.621303,1.103252,24.712471,24.986116,35.933464,0.441786,7.5,PSF-01163_20250114102454_28c,0,0,0,152.498962,586.503967,0.739986,0.5,0.8,19.41474,1,61.53,60.85,29.3,27.2,27.2,100.78,79.7,79.3,0.6,66,3.88,10:15:43,14/01/2025,-1.43,1,0.001,0,-9999,-0.102,-0.093,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.456136,2.498601,1.07342,0.761362,0.229898,-0.022094,0.624945,0.1644,152.498962,0.001159,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114102454_28c,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
162,10:25:32,14/01/2025,K_lowfl_medbth,Karina Guo,,,266,High,0.115395,1.901626,0.108793,1.193059,2.542472,2.477557,3.613814,1.071342,24.585707,25.229883,35.861206,0.441786,7.5,PSF-01163_20250114102532_88e,0,0,0,137.345551,573.096863,0.760345,0.5,0.8,23.507109,1,62.12,60.53,29.3,27.16,27.16,100.77,79.8,78.8,1.2,77,3.879,10:15:43,14/01/2025,-1.43,1,0.001,0.001,0.004,-0.024,-0.046,-0.192,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.455715,2.499406,1.073509,0.760424,0.229886,-0.022516,0.627102,0.174576,137.345551,0.001139,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114102532_88e,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
163,10:26:16,14/01/2025,K_lowfl_medbth,Karina Guo,,,266,High,0.067218,1.905614,0.064928,0.831454,2.521606,2.476478,3.771812,1.250206,24.574265,25.022078,37.427963,0.441786,7.5,PSF-01163_20250114102616_f20,0,0,0,116.635323,402.22406,0.710024,0.5,0.8,22.942478,1,61.5,60.4,29.33,27.9,27.9,100.78,80,79.4,0.7,81,3.873,10:25:53,14/01/2025,-1.48,1,0,0,0.003,-0.406,-0.3,-1.002,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.455542,2.49863,1.074991,0.761772,0.229622,-0.014403,0.629677,0.177611,116.635323,0.001145,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114102616_f20,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
164,10:26:45,14/01/2025,K_lowfl_medbth,Karina Guo,,,266,High,0.080277,1.901285,0.077024,0.857157,2.536474,2.489821,3.623648,1.087174,24.706974,25.16992,35.958164,0.441786,7.5,PSF-01163_20250114102645_b35,0,0,0,145.396118,564.36322,0.742371,0.5,0.8,22.165594,1,61.85,60.71,29.34,27.21,27.21,100.77,79.7,79.4,0.4,75,3.877,10:25:53,14/01/2025,-1.48,1,0.001,0.001,0.004,0.228,0.321,1.236,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.455943,2.499096,1.073382,0.761634,0.229572,-0.022383,0.631313,0.172274,145.396118,0.001149,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114102645_b35,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
165,10:27:22,14/01/2025,K_lowfl_medbth,Karina Guo,,,574,High,0.230368,1.905999,0.205527,2.078666,2.585144,2.472432,3.573149,0.988005,24.53594,25.654472,35.459251,0.441786,7.5,PSF-01163_20250114102722_a30,0,0,0,135.758392,588.386902,0.76927,0.5,0.8,24.631392,1,63.05,60.3,29.34,26.97,26.97,100.77,80,79.7,0.3,80,3.876,10:25:53,14/01/2025,-1.48,1,0,0.001,0.003,-0.065,-0.131,-0.397,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.455402,2.500726,1.075135,0.76237,0.229601,-0.025094,0.633336,0.176974,135.758392,0.001147,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114102722_a30,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
166,10:27:47,14/01/2025,K_lowfl_medbth,Karina Guo,,,574,High,0.21482,1.901661,0.193016,1.950995,2.601907,2.495817,3.589242,0.987334,24.766293,25.819042,35.616478,0.441786,7.5,PSF-01163_20250114102747_e39,0,0,0,134.67157,576.677795,0.76647,0.5,0.8,23.118597,1,63.46,60.87,29.33,27.05,27.05,100.77,79.8,79.5,0.4,75,3.876,10:25:53,14/01/2025,-1.48,1,0,0.001,0.004,0.024,0.204,-0.117,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.456159,2.501291,1.073522,0.76183,0.229619,-0.024193,0.634753,0.172937,134.67157,0.001139,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114102747_e39,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
