flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-01163_20250227124228_c0e,12:42:28,2025-02-27,PFA-00994,PSA-00994,PSF-01163,0.000000,0.000000,0.000000,416.777374,150.253769,0.639487,246.895279

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,291.346191,7001.205566
0.010000,382.434021,7001.205566
0.020000,408.005463,7001.205566
0.030000,413.736450,7001.205566
0.040000,414.885864,7001.205566
0.050000,415.204163,7001.205566
0.060000,415.394440,7001.205566
0.070000,415.573944,7001.205566
0.080000,415.740265,7001.205566
0.090000,415.900116,7001.205566
0.100000,416.036011,7001.205566
0.110000,416.128265,7001.205566
0.120000,416.224487,7001.205566
0.130000,416.301727,7001.205566
0.140000,416.385406,7001.205566
0.150000,416.436188,7001.205566
0.160000,416.508789,7001.205566
0.170000,416.562439,7001.205566
0.180000,416.620026,7001.205566
0.190000,416.648621,7001.205566
0.200000,416.686188,7001.205566
0.210000,416.699402,7001.205566
0.220000,416.706207,7001.205566
0.230000,416.716583,7001.205566
0.240000,416.733032,7001.205566
0.250000,416.745544,7001.205566
0.260000,416.750183,7001.205566
0.270000,416.766998,7001.205566
0.280000,416.757355,7001.205566
0.290000,416.767365,7001.205566
0.300000,416.777374,7001.205566
0.310000,416.758789,7001.205566
0.320000,416.737671,7001.205566
0.330000,416.725861,7001.205566
0.340000,416.709412,7001.205566
0.350000,416.676514,7001.205566
0.360000,416.666504,7001.205566
0.370000,416.633240,7001.205566
0.380000,416.584961,7001.205566
0.390000,416.555298,7001.205566
0.400000,416.539917,7001.205566
0.410000,416.486969,7001.205566
0.420000,416.425476,7001.205566
0.430000,416.385773,7001.205566
0.440000,416.332489,7001.205566
0.450000,416.275970,7001.205566
0.460000,416.228760,7001.205566
0.470000,416.160461,7001.205566
0.480000,416.087860,7001.205566
0.490000,416.016693,7001.205566
0.500000,415.983429,7001.205566
0.510000,415.884369,7001.205566
0.520000,415.812134,7001.205566
0.530000,415.735962,7001.205566
0.540000,415.660492,7001.205566
0.550000,415.584686,7001.205566
0.560000,415.491333,7001.205566
0.570000,415.444489,7001.205566
0.580000,415.342926,7001.205566
0.590000,415.250671,7001.205566
0.600000,415.188782,7001.205566
0.610000,415.066833,7001.205566
0.620000,414.954895,7001.205566
0.630000,414.860138,7001.205566
0.640000,414.759644,7001.205566
0.650000,414.646271,7001.205566
0.660000,414.547913,7001.205566
0.670000,414.444214,7001.205566
0.680000,414.322601,7001.205566
0.690000,414.211029,7001.205566
0.700000,414.112335,7001.205566
0.710000,413.985016,7001.205566
0.720000,413.853394,7001.205566
0.730000,413.733948,7001.205566
0.740000,413.618805,7001.205566
0.750000,413.482910,7001.205566
0.760000,413.356659,7001.205566
0.770000,413.225403,7001.205566
0.780000,413.102753,7001.205566
0.790000,412.983643,7001.205566
