flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-01163_20250227125032_fc4,12:50:32,2025-02-27,PFA-00994,PSA-00994,PSF-01163,0.000000,0.000000,0.000000,248.458389,148.576492,0.402007,362.049133

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,207.378387,7001.205566
0.010000,235.138885,7001.205566
0.020000,243.786697,7001.205566
0.030000,246.807938,7001.205566
0.040000,247.764938,7001.205566
0.050000,248.102905,7001.205566
0.060000,248.232727,7001.205566
0.070000,248.324631,7001.205566
0.080000,248.375061,7001.205566
0.090000,248.401169,7001.205566
0.100000,248.454453,7001.205566
0.110000,248.451233,7001.205566
0.120000,248.454453,7001.205566
0.130000,248.451584,7001.205566
0.140000,248.458389,7001.205566
0.150000,248.447662,7001.205566
0.160000,248.432632,7001.205566
0.170000,248.436218,7001.205566
0.180000,248.421555,7001.205566
0.190000,248.408325,7001.205566
0.200000,248.414398,7001.205566
0.210000,248.371124,7001.205566
0.220000,248.340363,7001.205566
0.230000,248.333923,7001.205566
0.240000,248.307114,7001.205566
0.250000,248.259903,7001.205566
0.260000,248.237015,7001.205566
0.270000,248.214478,7001.205566
0.280000,248.167633,7001.205566
0.290000,248.139740,7001.205566
0.300000,248.117569,7001.205566
0.310000,248.040314,7001.205566
0.320000,248.010635,7001.205566
0.330000,247.963074,7001.205566
0.340000,247.901566,7001.205566
0.350000,247.861511,7001.205566
0.360000,247.798920,7001.205566
0.370000,247.750641,7001.205566
0.380000,247.697357,7001.205566
0.390000,247.647278,7001.205566
0.400000,247.611160,7001.205566
0.410000,247.529984,7001.205566
0.420000,247.467758,7001.205566
0.430000,247.406250,7001.205566
0.440000,247.340805,7001.205566
0.450000,247.278564,7001.205566
0.460000,247.214554,7001.205566
0.470000,247.157700,7001.205566
0.480000,247.087601,7001.205566
0.490000,247.025375,7001.205566
0.500000,246.962433,7001.205566
0.510000,246.880173,7001.205566
0.520000,246.815445,7001.205566
0.530000,246.759293,7001.205566
0.540000,246.659882,7001.205566
0.550000,246.601578,7001.205566
0.560000,246.510742,7001.205566
0.570000,246.451385,7001.205566
0.580000,246.369125,7001.205566
0.590000,246.289368,7001.205566
0.600000,246.243591,7001.205566
0.610000,246.157761,7001.205566
0.620000,246.097687,7001.205566
0.630000,246.010422,7001.205566
0.640000,245.927460,7001.205566
0.650000,245.854141,7001.205566
0.660000,245.763657,7001.205566
0.670000,245.682831,7001.205566
0.680000,245.605225,7001.205566
0.690000,245.517258,7001.205566
0.700000,245.459320,7001.205566
0.710000,245.359177,7001.205566
0.720000,245.253326,7001.205566
0.730000,245.168213,7001.205566
0.740000,245.092041,7001.205566
0.750000,245.007996,7001.205566
0.760000,244.913940,7001.205566
0.770000,244.821671,7001.205566
0.780000,244.733688,7001.205566
0.790000,244.658585,7001.205566
