"","X","IID","Mat_Line","Drought_sev","Drought_len","Type","block_num","block_cell","block_cell_2"
"16",16,200,"NSW1079701","High",30,"Destructive","6_away",2,NA
"17",17,607,"NSW1079715","Low",30,"Sample","6_away",2,NA
"18",18,82,"NSW1079714","Low",30,"Sample","6_away",2,NA
"19",19,609,"NSW1079715","Low",30,"Destructive","6_away",2,NA
"20",20,3,"NSW1079717","Low",30,"Sample","6_away",2,NA
"21",21,476,"NSW1079692","Mid",30,"Sample","6_away",2,NA
"22",22,22,"NSW1079717","Mid",30,"Sample","6_away",2,NA
"23",23,473,"NSW1079692","Mid",30,"Sample","6_away",2,NA
"24",24,173,"NSW1079701","Mid",30,"Sample","6_away",2,NA
"25",25,416,"NSW1078647","High",30,"Sample","22_Mark",3,NA
"26",26,123,"NSW1079714","High",30,"Sample","22_Mark",3,NA
"27",27,717,"NSW1078641","High",30,"Sample","22_Mark",3,NA
"28",28,421,"NSW1078647","High",30,"Sample","22_Mark",3,NA
"29",29,229,"NSW1079677","Low",30,"Sample","22_Mark",3,NA
"30",30,451,"NSW1079692","Low",30,"Sample","22_Mark",3,NA
"31",31,233,"NSW1079677","Low",30,"Sample","22_Mark",3,NA
"32",32,81,"NSW1079714","Low",30,"Sample","22_Mark",3,NA
"33",33,174,"NSW1079701","Mid",30,"Sample","22_Mark",3,NA
"34",34,402,"NSW1078647","Mid",30,"Sample","22_Mark",3,NA
"35",35,551,"NSW1078653","Mid",30,"Sample","22_Mark",3,NA
"36",36,97,"NSW1079714","Mid",30,"Sample","22_Mark",3,NA
"37",37,428,"NSW1078647","High",60,"Sample","63_Mr.",4,25
"38",38,427,"NSW1078647","High",60,"Sample","63_Mr.",4,25
"39",39,655,"NSW1079715","High",60,"Sample","63_Mr.",4,25
"40",40,278,"NSW1079677","High",60,"Sample","63_Mr.",4,25
"41",41,386,"NSW1078647","Low",60,"Sample","63_Mr.",4,25
"42",42,18,"NSW1079717","Low",60,"Sample","63_Mr.",4,25
"43",43,616,"NSW1079715","Low",60,"Sample","63_Mr.",4,25
"44",44,391,"NSW1078647","Low",60,"Sample","63_Mr.",4,25
"45",45,640,"NSW1079715","Mid",60,"Destructive","63_Mr.",4,25
"46",46,256,"NSW1079677","Mid",60,"Sample","63_Mr.",4,25
"47",47,486,"NSW1079692","Mid",60,"Sample","63_Mr.",4,25
"48",48,190,"NSW1079701","Mid",60,"Destructive","63_Mr.",4,25
"49",49,192,"NSW1079701","High",30,"Sample","8_he",5,NA
"50",50,420,"NSW1078647","High",30,"Sample","8_he",5,NA
"51",51,43,"NSW1079717","High",30,"Sample","8_he",5,NA
"52",52,644,"NSW1079715","High",30,"Sample","8_he",5,NA
"53",53,530,"NSW1078653","Low",30,"Sample","8_he",5,NA
"54",54,527,"NSW1078653","Low",30,"Sample","8_he",5,NA
"55",55,4,"NSW1079717","Low",30,"Sample","8_he",5,NA
"56",56,383,"NSW1078647","Low",30,"Sample","8_he",5,NA
"57",57,471,"NSW1079692","Mid",30,"Sample","8_he",5,NA
"58",58,177,"NSW1079701","Mid",30,"Sample","8_he",5,NA
"59",59,179,"NSW1079701","Mid",30,"Destructive","8_he",5,NA
"60",60,702,"NSW1078641","Mid",30,"Sample","8_he",5,NA
"61",61,51,"NSW1079717","High",60,"Sample","54_has",6,7
"62",62,509,"NSW1079692","High",60,"Destructive","54_has",6,7
"63",63,735,"NSW1078641","High",60,"Destructive","54_has",6,7
"64",64,731,"NSW1078641","High",60,"Sample","54_has",6,7
"65",65,469,"NSW1079692","Low",60,"Destructive","54_has",6,7
"66",66,320,"NSW1078656","Low",60,"Destructive","54_has",6,7
"67",67,613,"NSW1079715","Low",60,"Sample","54_has",6,7
"68",68,244,"NSW1079677","Low",60,"Destructive","54_has",6,7
"69",69,189,"NSW1079701","Mid",60,"Destructive","54_has",6,7
"70",70,337,"NSW1078656","Mid",60,"Sample","54_has",6,7
"71",71,187,"NSW1079701","Mid",60,"Sample","54_has",6,7
"72",72,336,"NSW1078656","Mid",60,"Sample","54_has",6,7
"73",73,583,"NSW1078653","High",60,"Sample","55_paying",7,5
"74",74,729,"NSW1078641","High",60,"Sample","55_paying",7,5
"75",75,579,"NSW1078653","High",60,"Sample","55_paying",7,5
"76",76,126,"NSW1079714","High",60,"Sample","55_paying",7,5
"77",77,619,"NSW1079715","Low",60,"Destructive","55_paying",7,5
"78",78,170,"NSW1079701","Low",60,"Destructive","55_paying",7,5
"79",79,545,"NSW1078653","Low",60,"Destructive","55_paying",7,5
"80",80,390,"NSW1078647","Low",60,"Sample","55_paying",7,5
"81",81,561,"NSW1078653","Mid",60,"Sample","55_paying",7,5
"82",82,113,"NSW1079714","Mid",60,"Sample","55_paying",7,5
"83",83,259,"NSW1079677","Mid",60,"Sample","55_paying",7,5
"84",84,33,"NSW1079717","Mid",60,"Sample","55_paying",7,5
"85",85,510,"NSW1079692","High",60,"Destructive","53_then",8,24
"86",86,132,"NSW1079714","High",60,"Sample","53_then",8,24
"87",87,352,"NSW1078656","High",60,"Sample","53_then",8,24
"88",88,55,"NSW1079717","High",60,"Sample","53_then",8,24
"89",89,240,"NSW1079677","Low",60,"Sample","53_then",8,24
"90",90,20,"NSW1079717","Low",60,"Destructive","53_then",8,24
"91",91,318,"NSW1078656","Low",60,"Sample","53_then",8,24
"92",92,389,"NSW1078647","Low",60,"Sample","53_then",8,24
"93",93,38,"NSW1079717","Mid",60,"Sample","53_then",8,24
"94",94,410,"NSW1078647","Mid",60,"Sample","53_then",8,24
"95",95,482,"NSW1079692","Mid",60,"Sample","53_then",8,24
"96",96,257,"NSW1079677","Mid",60,"Sample","53_then",8,24
"97",97,205,"NSW1079701","High",60,"Sample","70_by",9,6
"98",98,506,"NSW1079692","High",60,"Sample","70_by",9,6
"99",99,210,"NSW1079701","High",60,"Destructive","70_by",9,6
"100",100,130,"NSW1079714","High",60,"Sample","70_by",9,6
"101",101,92,"NSW1079714","Low",60,"Sample","70_by",9,6
"102",102,691,"NSW1078641","Low",60,"Sample","70_by",9,6
"103",103,243,"NSW1079677","Low",60,"Sample","70_by",9,6
"104",104,238,"NSW1079677","Low",60,"Sample","70_by",9,6
"105",105,339,"NSW1078656","Mid",60,"Destructive","70_by",9,6
"106",106,111,"NSW1079714","Mid",60,"Sample","70_by",9,6
"107",107,114,"NSW1079714","Mid",60,"Destructive","70_by",9,6
"108",108,260,"NSW1079677","Mid",60,"Sample","70_by",9,6
"109",109,357,"NSW1078656","High",60,"Sample","73_she",10,10
"110",110,578,"NSW1078653","High",60,"Sample","73_she",10,10
"111",111,281,"NSW1079677","High",60,"Sample","73_she",10,10
"112",112,734,"NSW1078641","High",60,"Destructive","73_she",10,10
"113",113,539,"NSW1078653","Low",60,"Sample","73_she",10,10
"114",114,242,"NSW1079677","Low",60,"Sample","73_she",10,10
"115",115,95,"NSW1079714","Low",60,"Destructive","73_she",10,10
"116",116,236,"NSW1079677","Low",60,"Sample","73_she",10,10
"117",117,637,"NSW1079715","Mid",60,"Sample","73_she",10,10
"118",118,559,"NSW1078653","Mid",60,"Sample","73_she",10,10
"119",119,487,"NSW1079692","Mid",60,"Sample","73_she",10,10
"120",120,406,"NSW1078647","Mid",60,"Sample","73_she",10,10
"121",121,119,"NSW1079714","High",30,"Sample","3_then",11,NA
"122",122,341,"NSW1078656","High",30,"Sample","3_then",11,NA
"123",123,572,"NSW1078653","High",30,"Sample","3_then",11,NA
"124",124,343,"NSW1078656","High",30,"Sample","3_then",11,NA
"125",125,84,"NSW1079714","Low",30,"Destructive","3_then",11,NA
"126",126,76,"NSW1079714","Low",30,"Sample","3_then",11,NA
"127",127,80,"NSW1079714","Low",30,"Sample","3_then",11,NA
"128",128,376,"NSW1078647","Low",30,"Sample","3_then",11,NA
"129",129,396,"NSW1078647","Mid",30,"Sample","3_then",11,NA
"130",130,175,"NSW1079701","Mid",30,"Sample","3_then",11,NA
"131",131,249,"NSW1079677","Mid",30,"Sample","3_then",11,NA
"132",132,630,"NSW1079715","Mid",30,"Destructive","3_then",11,NA
"133",133,193,"NSW1079701","High",30,"Sample","21_money",12,NA
"134",134,347,"NSW1078656","High",30,"Sample","21_money",12,NA
"135",135,645,"NSW1079715","High",30,"Sample","21_money",12,NA
"136",136,121,"NSW1079714","High",30,"Sample","21_money",12,NA
"137",137,156,"NSW1079701","Low",30,"Sample","21_money",12,NA
"138",138,384,"NSW1078647","Low",30,"Destructive","21_money",12,NA
"139",139,9,"NSW1079717","Low",30,"Destructive","21_money",12,NA
"140",140,453,"NSW1079692","Low",30,"Sample","21_money",12,NA
"141",141,398,"NSW1078647","Mid",30,"Sample","21_money",12,NA
"142",142,626,"NSW1079715","Mid",30,"Sample","21_money",12,NA
"143",143,628,"NSW1079715","Mid",30,"Sample","21_money",12,NA
"144",144,250,"NSW1079677","Mid",30,"Sample","21_money",12,NA
"145",145,582,"NSW1078653","High",60,"Sample","52_Harry",13,14
"146",146,360,"NSW1078656","High",60,"Destructive","52_Harry",13,14
"147",147,501,"NSW1079692","High",60,"Sample","52_Harry",13,14
"148",148,127,"NSW1079714","High",60,"Sample","52_Harry",13,14
"149",149,464,"NSW1079692","Low",60,"Sample","52_Harry",13,14
"150",150,237,"NSW1079677","Low",60,"Sample","52_Harry",13,14
"151",151,688,"NSW1078641","Low",60,"Sample","52_Harry",13,14
"152",152,168,"NSW1079701","Low",60,"Sample","52_Harry",13,14
"153",153,484,"NSW1079692","Mid",60,"Sample","52_Harry",13,14
"154",154,706,"NSW1078641","Mid",60,"Sample","52_Harry",13,14
"155",155,37,"NSW1079717","Mid",60,"Sample","52_Harry",13,14
"156",156,481,"NSW1079692","Mid",60,"Sample","52_Harry",13,14
"157",157,346,"NSW1078656","High",30,"Sample","14_depicts",14,NA
"158",158,122,"NSW1079714","High",30,"Sample","14_depicts",14,NA
"159",159,495,"NSW1079692","High",30,"Sample","14_depicts",14,NA
"160",160,425,"NSW1078647","High",30,"Destructive","14_depicts",14,NA
"161",161,684,"NSW1078641","Low",30,"Destructive","14_depicts",14,NA
"162",162,456,"NSW1079692","Low",30,"Sample","14_depicts",14,NA
"163",163,306,"NSW1078656","Low",30,"Sample","14_depicts",14,NA
"164",164,529,"NSW1078653","Low",30,"Sample","14_depicts",14,NA
"165",165,621,"NSW1079715","Mid",30,"Sample","14_depicts",14,NA
"166",166,180,"NSW1079701","Mid",30,"Destructive","14_depicts",14,NA
"167",167,171,"NSW1079701","Mid",30,"Sample","14_depicts",14,NA
"168",168,321,"NSW1078656","Mid",30,"Sample","14_depicts",14,NA
"169",169,656,"NSW1079715","High",60,"Sample","61_novel",15,11
"170",170,204,"NSW1079701","High",60,"Sample","61_novel",15,11
"171",171,659,"NSW1079715","High",60,"Destructive","61_novel",15,11
"172",172,201,"NSW1079701","High",60,"Sample","61_novel",15,11
"173",173,395,"NSW1078647","Low",60,"Destructive","61_novel",15,11
"174",174,314,"NSW1078656","Low",60,"Sample","61_novel",15,11
"175",175,541,"NSW1078653","Low",60,"Sample","61_novel",15,11
"176",176,614,"NSW1079715","Low",60,"Sample","61_novel",15,11
"177",177,31,"NSW1079717","Mid",60,"Sample","61_novel",15,11
"178",178,40,"NSW1079717","Mid",60,"Destructive","61_novel",15,11
"179",179,185,"NSW1079701","Mid",60,"Sample","61_novel",15,11
"180",180,340,"NSW1078656","Mid",60,"Destructive","61_novel",15,11
"181",181,720,"NSW1078641","High",30,"Sample","2_Harry",16,NA
"182",182,648,"NSW1079715","High",30,"Sample","2_Harry",16,NA
"183",183,44,"NSW1079717","High",30,"Sample","2_Harry",16,NA
"184",184,124,"NSW1079714","High",30,"Destructive","2_Harry",16,NA
"185",185,457,"NSW1079692","Low",30,"Sample","2_Harry",16,NA
"186",186,676,"NSW1078641","Low",30,"Sample","2_Harry",16,NA
"187",187,157,"NSW1079701","Low",30,"Sample","2_Harry",16,NA
"188",188,77,"NSW1079714","Low",30,"Sample","2_Harry",16,NA
"189",189,549,"NSW1078653","Mid",30,"Sample","2_Harry",16,NA
"190",190,96,"NSW1079714","Mid",30,"Sample","2_Harry",16,NA
"191",191,178,"NSW1079701","Mid",30,"Sample","2_Harry",16,NA
"192",192,322,"NSW1078656","Mid",30,"Sample","2_Harry",16,NA
"193",193,356,"NSW1078656","High",60,"Sample","65_of",17,9
"194",194,733,"NSW1078641","High",60,"Sample","65_of",17,9
"195",195,354,"NSW1078656","High",60,"Sample","65_of",17,9
"196",196,658,"NSW1079715","High",60,"Sample","65_of",17,9
"197",197,165,"NSW1079701","Low",60,"Sample","65_of",17,9
"198",198,465,"NSW1079692","Low",60,"Sample","65_of",17,9
"199",199,239,"NSW1079677","Low",60,"Sample","65_of",17,9
"200",200,612,"NSW1079715","Low",60,"Sample","65_of",17,9
"201",201,331,"NSW1078656","Mid",60,"Sample","65_of",17,9
"202",202,634,"NSW1079715","Mid",60,"Sample","65_of",17,9
"203",203,488,"NSW1079692","Mid",60,"Sample","65_of",17,9
"204",204,186,"NSW1079701","Mid",60,"Sample","65_of",17,9
"205",205,206,"NSW1079701","High",60,"Sample","66_as",18,3
"206",206,654,"NSW1079715","High",60,"Sample","66_as",18,3
"207",207,584,"NSW1078653","High",60,"Destructive","66_as",18,3
"208",208,507,"NSW1079692","High",60,"Sample","66_as",18,3
"209",209,87,"NSW1079714","Low",60,"Sample","66_as",18,3
"210",210,16,"NSW1079717","Low",60,"Sample","66_as",18,3
"211",211,470,"NSW1079692","Low",60,"Destructive","66_as",18,3
"212",212,618,"NSW1079715","Low",60,"Sample","66_as",18,3
"213",213,708,"NSW1078641","Mid",60,"Sample","66_as",18,3
